GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
M3,sample,SampleTestsJVM,0,16,0,0,0,3,0,2,0,2
M3,sample,Platform,0,11,0,0,0,2,0,2,0,2
M3,sample,SampleKt,0,10,0,0,0,1,0,1,0,1
M3,sample,SampleTests,1,15,1,1,0,3,1,2,0,2
M3,sample,Sample,0,5,0,0,0,2,0,2,0,2
